,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
2,1,2,1,1,1,1,1,1,1,1,1,1,1,1
3,1,2,1,1,1,1,1,1,1,1,1,1,1,1
4,1,2,2,1,1,1,1,1,1,1,1,1,1,1
5,1,2,2,1,1,1,1,1,1,1,1,1,1,1
6,2,2,2,1,1,1,1,1,1,1,1,1,1,1
7,2,2,2,1,1,1,1,1,1,1,1,1,1,1
8,2,2,2,1,1,1,1,1,1,1,1,2,1,1
9,2,2,2,1,1,1,1,1,1,1,1,2,2,1
10,2,2,2,1,1,1,1,1,1,1,1,2,2,1
11,2,2,2,1,1,1,1,2,1,1,1,2,2,1
12,2,2,2,1,1,1,1,2,1,2,1,2,2,1
13,2,2,3,1,1,1,1,2,1,2,1,2,2,1
14,2,2,3,1,1,1,1,2,1,2,1,2,2,1
15,2,2,3,1,1,1,1,2,1,2,1,2,2,1
16,2,2,3,1,1,1,1,2,2,2,1,2,2,1
17,2,3,3,1,1,1,1,2,2,2,1,2,2,1
18,2,3,3,1,1,1,1,2,2,2,1,2,2,1
19,2,3,3,1,1,1,1,2,3,2,1,2,2,1
20,2,3,3,1,1,1,2,2,3,2,1,2,2,1
21,2,3,3,1,1,1,2,2,3,2,1,2,2,1
22,2,3,3,1,1,1,2,2,3,2,2,2,2,1
23,2,3,3,1,1,1,2,2,3,2,2,2,2,1
24,2,3,3,2,1,1,2,2,3,2,2,2,2,1
25,2,3,3,2,1,1,2,2,3,2,2,2,2,2
26,2,3,3,2,1,2,2,2,3,2,2,2,2,2
27,2,3,3,2,1,2,2,2,3,2,2,2,2,2
28,2,3,3,2,1,2,2,2,3,2,2,2,2,2
29,2,3,3,2,1,2,2,2,3,2,2,2,2,3
30,2,3,3,2,1,2,2,2,3,2,2,2,2,3
31,2,3,3,2,1,2,2,2,3,2,2,2,2,3
32,2,3,3,2,2,2,2,2,3,2,2,2,2,3
33,2,3,3,3,2,2,2,2,3,2,2,2,2,3
34,2,3,3,3,2,2,2,2,3,2,2,2,2,3
35,2,3,3,3,2,2,2,2,3,2,2,2,2,3
36,2,3,3,3,2,2,2,2,3,2,2,2,2,3
37,2,3,3,3,2,2,2,2,3,2,3,2,2,3
38,2,3,4,3,2,2,2,2,3,2,3,2,2,3
39,2,3,4,3,2,2,2,2,3,2,3,2,2,3
40,2,3,4,3,2,2,2,2,3,2,3,2,2,3
41,2,3,4,3,2,2,2,2,3,2,4,2,2,3
42,2,3,4,3,2,2,2,2,3,2,4,2,2,3
43,2,3,4,3,2,2,2,2,3,2,4,2,2,3
44,2,3,4,3,2,2,2,2,3,2,5,2,2,3
45,2,3,4,3,2,2,2,2,3,2,5,2,2,3
46,2,3,4,3,2,2,2,2,3,2,5,2,2,3
47,2,3,4,3,3,2,2,2,3,2,5,2,2,3
48,2,3,4,3,3,2,2,2,3,2,5,2,2,3
49,2,3,4,3,3,2,2,2,3,3,5,2,2,3
50,2,3,4,3,3,2,2,2,3,3,5,3,2,3
51,2,3,4,3,3,3,2,2,3,3,5,3,2,3
52,2,3,4,3,3,3,2,2,3,3,5,3,2,3
53,3,3,4,3,3,3,2,2,3,3,5,3,2,3
54,3,3,4,3,3,3,2,2,3,3,5,3,2,3
55,3,3,4,3,3,3,3,2,3,3,5,3,2,3
56,3,3,4,3,3,3,3,2,3,3,6,3,2,3
57,3,3,4,3,3,3,3,2,3,3,6,3,2,3
58,3,3,4,3,3,3,3,2,3,3,6,3,2,3
59,3,3,4,3,3,3,3,2,3,3,6,3,2,3
60,3,3,4,3,3,3,3,2,3,3,6,3,2,3
61,3,3,4,3,3,3,3,2,3,3,6,3,2,3
62,3,3,4,3,4,3,3,2,3,3,6,3,2,3
63,3,3,4,3,4,3,3,2,3,3,6,3,2,3
64,3,3,4,3,4,3,3,2,3,3,6,3,2,3
65,3,3,4,3,5,3,3,2,3,3,6,3,2,3
66,3,3,4,3,5,3,3,2,3,3,6,3,2,3
67,3,3,4,3,5,3,3,2,3,4,6,3,2,3
68,3,3,4,3,5,3,3,2,3,4,6,4,2,3
69,3,3,4,3,5,3,3,2,3,4,7,4,2,3
70,3,3,4,3,5,3,3,3,3,4,7,4,2,3
71,3,3,4,3,5,3,3,3,3,4,7,4,2,3
72,3,3,4,3,5,3,3,3,3,5,7,4,2,3
73,3,3,4,3,5,3,4,3,3,5,7,4,2,3
74,3,3,4,3,5,3,4,3,3,5,7,4,2,3
75,3,3,4,3,5,3,4,3,3,5,7,5,2,3
76,3,3,4,3,5,3,4,3,3,5,7,5,2,3
77,3,3,4,3,5,3,4,3,3,5,7,5,3,3
78,3,3,4,3,5,3,4,3,3,5,7,5,3,3
79,3,3,4,4,5,3,4,3,3,5,7,5,3,3
80,3,3,5,4,5,3,4,3,3,5,7,5,3,3
81,3,3,5,4,5,3,4,3,3,5,7,5,3,3
82,3,3,5,4,6,3,4,3,3,5,7,5,3,3
83,3,3,5,4,6,3,4,3,3,5,7,5,3,3
84,3,3,5,4,6,3,4,3,4,5,7,5,3,3
85,3,3,5,4,6,3,4,3,4,5,7,5,3,3
86,3,3,5,4,6,3,4,3,4,5,7,5,3,3
87,3,3,5,4,6,3,4,3,4,5,8,5,3,3
88,3,3,5,4,6,3,4,3,4,5,8,5,3,3
89,3,3,5,4,6,3,4,3,4,6,8,5,3,3
90,3,3,5,4,6,3,4,3,4,6,8,6,3,3
91,3,3,5,4,6,3,5,3,4,6,8,6,3,3
92,3,3,5,4,6,3,5,3,4,6,8,6,3,3
93,3,3,5,4,6,3,5,3,4,6,8,7,3,3
94,3,3,5,4,7,3,5,3,4,6,8,7,3,3
95,3,3,5,4,7,3,5,3,4,6,8,7,3,3
96,3,3,5,4,8,3,5,3,4,6,8,7,3,3
97,3,3,5,4,8,3,5,3,4,6,8,7,3,3
98,3,3,5,4,8,3,5,4,4,6,8,7,3,3
99,3,3,5,4,8,3,5,4,4,6,8,7,3,4
100,3,3,5,4,8,3,5,4,4,6,8,7,3,4
