,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
2,1,2,2,1,1,1,1,1,1,1,1,1,1,1
3,1,2,3,1,1,1,1,1,1,1,1,1,1,1
4,1,2,4,1,1,1,1,1,1,1,1,1,1,1
5,1,2,4,1,1,1,1,1,1,1,2,1,1,1
6,1,2,4,1,1,1,1,1,1,1,2,1,1,1
7,1,2,4,1,1,1,1,1,1,1,2,1,1,1
8,1,2,4,1,1,1,1,1,1,1,2,1,1,2
9,1,2,4,1,1,1,2,1,1,1,2,1,1,2
10,1,2,4,1,1,1,2,1,1,1,2,1,1,2
11,1,3,4,1,1,1,2,1,1,1,2,1,1,2
12,1,3,4,1,1,1,2,1,1,1,2,1,1,2
13,1,3,4,1,1,1,2,1,1,1,2,1,1,2
14,1,3,4,1,1,1,2,1,1,2,2,1,1,2
15,1,3,4,1,1,1,3,1,1,2,2,1,1,2
16,1,3,4,1,1,1,3,1,1,2,2,1,1,2
17,1,3,4,1,1,1,3,1,1,2,2,1,2,2
18,1,3,4,1,1,1,3,1,1,2,3,1,2,2
19,1,3,4,1,1,1,3,1,1,2,3,1,2,2
20,1,3,4,1,1,1,3,1,1,2,3,1,2,2
21,1,3,4,1,1,1,3,1,1,2,3,1,2,2
22,1,3,4,1,1,1,3,2,1,2,3,1,2,2
23,1,3,4,1,1,1,3,3,1,2,3,1,2,2
24,1,3,4,1,1,1,3,3,1,2,3,1,2,2
25,1,3,4,1,1,1,3,3,1,2,3,1,2,2
26,1,3,4,1,1,1,3,3,1,2,3,2,2,2
27,1,3,4,1,1,1,3,3,1,2,3,2,3,2
28,1,3,4,1,1,1,3,3,1,2,3,2,3,2
29,1,3,5,1,1,1,3,3,1,2,3,2,3,2
30,1,3,5,1,1,1,3,3,1,2,3,2,3,2
31,1,3,5,1,1,1,4,3,1,2,3,2,3,2
32,1,3,5,1,1,1,4,3,1,2,3,2,3,2
33,1,3,5,1,1,1,4,3,1,2,3,2,4,2
34,1,3,5,1,1,2,4,3,1,2,3,2,4,2
35,1,3,5,1,1,3,4,3,1,2,3,2,4,2
36,1,3,5,1,1,3,4,3,1,2,3,2,4,2
37,1,3,5,1,1,4,4,3,1,2,3,2,4,2
38,1,3,5,1,1,4,5,3,1,2,3,2,4,2
39,1,3,5,2,1,4,5,3,1,2,3,2,4,2
40,1,3,5,2,1,4,5,3,1,2,3,2,4,2
41,1,3,5,2,1,5,5,3,1,2,3,2,4,2
42,1,3,5,2,1,5,5,3,1,2,3,2,4,2
43,1,3,5,2,1,6,5,3,1,2,3,2,4,2
44,1,3,5,2,1,6,5,3,1,2,3,2,5,2
45,1,3,5,2,1,6,5,3,1,2,3,2,5,2
46,1,3,5,2,1,6,6,3,1,2,3,2,5,2
47,1,3,5,2,1,6,6,3,1,2,3,2,5,2
48,1,3,5,2,1,6,6,3,1,2,3,2,5,2
49,1,3,5,2,1,6,6,3,1,2,3,2,5,2
50,1,3,5,2,1,6,6,3,1,2,3,2,5,2
51,1,3,5,2,1,7,6,3,1,2,3,2,5,2
52,1,3,5,2,1,7,6,3,1,2,3,2,5,2
53,1,3,5,2,1,7,7,3,1,2,3,2,5,2
54,1,3,6,2,1,7,7,3,1,2,3,2,5,2
55,1,3,6,2,1,7,7,3,1,2,3,2,5,2
56,1,3,6,2,1,7,8,3,1,2,3,2,5,2
57,1,3,6,2,1,7,8,3,1,2,3,2,5,2
58,1,3,6,2,1,7,8,3,1,2,3,2,5,2
59,1,3,6,2,1,7,8,3,1,2,3,2,6,2
60,1,3,6,2,1,8,8,3,1,2,3,2,6,2
61,1,3,6,2,1,9,8,3,1,2,3,2,6,2
62,1,3,6,2,1,9,8,3,1,2,3,2,6,2
63,1,3,6,2,1,9,9,3,1,2,3,2,6,2
64,1,3,6,2,1,9,9,3,1,2,3,2,6,2
65,1,3,7,2,1,9,9,3,1,2,3,2,6,2
66,1,3,7,2,1,9,9,3,1,2,3,2,6,2
67,1,3,7,2,1,9,9,3,1,2,3,2,6,2
68,1,3,7,2,1,9,9,3,1,2,3,3,6,2
69,1,3,7,2,2,9,9,3,1,2,3,3,6,2
70,1,3,7,2,2,9,10,3,1,2,3,3,6,2
71,1,3,7,2,2,9,10,3,1,2,3,3,6,2
72,1,3,7,2,2,9,11,3,1,2,3,3,6,2
73,1,3,7,2,2,9,11,3,1,2,3,3,6,2
74,1,3,8,2,2,9,11,3,1,2,3,3,6,2
75,1,3,8,2,2,9,11,3,1,2,3,3,6,2
76,1,3,8,2,2,9,11,3,1,2,3,3,6,2
77,1,3,8,2,2,9,11,3,1,2,3,3,6,3
78,1,3,8,2,2,9,12,3,1,2,3,3,6,3
79,1,3,8,2,2,9,12,3,1,2,3,3,6,3
80,1,3,8,2,2,9,12,3,1,2,3,3,6,3
81,1,3,8,2,2,9,12,3,1,2,3,3,6,3
82,1,3,8,2,2,9,12,3,1,2,4,3,6,3
83,1,3,9,2,2,9,12,3,1,2,4,3,6,3
84,1,3,9,2,2,9,12,3,1,2,4,3,6,3
85,1,3,9,2,2,9,12,3,1,2,4,3,6,3
86,1,3,10,2,2,9,12,3,1,2,4,3,6,3
87,1,3,10,2,2,9,12,3,1,2,4,3,6,3
88,1,3,10,2,3,9,12,3,1,2,4,3,6,3
89,1,3,10,2,3,9,12,3,1,2,4,3,6,3
90,1,4,10,2,3,9,12,3,1,2,4,3,6,3
91,1,4,10,2,3,9,12,3,1,2,4,3,6,3
92,1,4,10,2,3,9,12,3,1,2,4,3,6,3
93,1,4,10,2,3,9,13,3,1,2,4,3,6,3
94,1,4,10,3,3,9,13,3,1,2,4,3,6,3
95,1,4,10,4,3,9,13,3,1,2,4,3,6,3
96,1,4,10,4,3,9,13,3,1,2,4,3,6,3
97,1,4,10,4,3,9,13,3,1,2,4,3,6,3
98,1,4,10,4,3,9,13,3,1,2,4,4,6,3
99,1,4,10,4,3,9,13,3,1,2,4,4,6,3
100,1,4,10,4,3,9,13,3,1,2,4,4,6,3
